@relation total.onoff-weka.filters.unsupervised.attribute.Remove-R28_clustered-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R17_clustered-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R3

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute '03:OfficeOutlets* [kVA]' {0,1} 
@attribute '04:LivingRoomOutlets* [kVA]' {0,1}
@attribute '05:GuestBathOutlets* [kVA]' {0,1}
@attribute '06:MasterBathOutlets* [kVA]' {0,1}
@attribute '07:LivingRoomPatioLights* [kVA]' {0,1}
@attribute '08:GuestBathHallLights* [kVA]' {0,1}
@attribute '09:DiningRoomOutlets* [kVA]' {0,1}
@attribute '10:OutsideOutlets* [kVA]' {0,1}
@attribute '11:CellarLights* [kVA]' {0,1}
@attribute '14:WashingMachine* [kVA]' {0,1}
@attribute '16:DisposalDishwasher* [kVA]' {0,1}
@attribute '17:Microwave* [kVA]' {0,1}
@attribute '18:KitchenLights* [kVA]' {0,1}
@attribute '19:BedroomOutlets* [kVA]' {0,1}
@attribute '20:BedroomLights* [kVA]' {0,1}
@attribute '21:MasterOutlets* [kVA]' {0,1}
@attribute '22:MasterLights* [kVA]' {0,1}
@attribute '24:CounterOutlets1* [kVA]' {0,1}
@attribute '25:CounterOutlets2* [kVA]' {0,1}
@attribute '26:KitchenOutlets* [kVA]' {0,1}

@data
0,224500,0.6957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224400,0.689067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224300,0.70935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224200,0.7098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224100,0.705317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224000,0.693333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223900,0.69275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223800,0.693067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223700,0.69305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223600,0.691683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223500,0.881833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223400,1.22123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223300,1.21925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223200,1.20485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223100,1.21867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223000,1.21112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222900,1.2262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222800,1.17267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222700,1.11727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222600,1.10628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222500,1.06028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222400,1.05073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222300,1.11002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222200,1.11668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222100,1.10577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222000,1.10712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221900,1.12638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221800,1.03355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221700,1.0148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221600,1.04058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221500,1.0693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221400,1.01495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221300,0.489233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221200,0.497233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221100,0.469817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221000,0.466983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220900,0.467967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220800,0.471683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220700,0.488883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220600,0.492733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220500,0.495033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220400,0.499933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220300,0.497067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220200,0.502867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220100,0.501217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220000,0.489133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215900,0.492683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215800,0.496917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215700,0.505833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215600,0.50325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215500,0.503717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215400,0.546867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215300,0.542817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215200,0.51595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215100,0.549717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215000,0.5577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214900,0.607067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214800,0.696167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214700,0.69515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214600,0.707583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214500,0.7131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214400,0.706133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214300,0.710983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214200,0.701267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214100,0.690583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214000,0.62275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,213900,0.604817,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213800,0.578617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213700,0.858117,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213600,1.0973,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213500,0.79245,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213400,0.724633,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213300,1.2093,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213200,1.20287,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213100,1.22217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213000,1.22235,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212900,1.21828,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212800,1.22527,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212700,1.22222,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212600,1.25527,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212500,1.25023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212400,1.23943,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212300,1.2601,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212200,1.23998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212100,1.24672,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212000,1.25592,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211900,1.24533,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211800,1.2496,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211700,1.2638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211600,1.27027,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211500,1.29167,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211400,1.31752,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211300,1.33308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211200,0.826667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211100,0.623333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211000,0.542383,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,210900,0.529783,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,210800,0.534783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210700,0.352333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210600,0.33865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210500,0.339233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210400,0.33705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210300,0.339717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210200,0.342017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210100,0.337033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210000,0.341217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205900,0.342017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205800,0.341583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205700,0.338767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205600,0.3395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205500,0.342633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205400,0.337283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205300,0.342217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205200,0.3367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205100,0.33845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205000,0.33985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204900,0.337033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204800,0.338367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204700,0.336817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204600,0.3378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204500,0.337483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204400,0.337167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204300,0.361633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204200,0.43985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204100,0.439517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204000,0.44305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203900,0.43075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203800,0.423017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203700,0.423067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203600,0.423467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203500,0.423267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203400,0.4237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203300,0.459633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203200,0.802717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203100,1.02313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203000,1.0278,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202900,1.02207,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202800,1.25593,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202700,1.04447,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202600,1.05585,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202500,1.05533,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202400,1.0358,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202300,1.04257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202200,1.02993,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202100,1.03928,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202000,1.0408,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201900,1.03515,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201800,1.03103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201700,1.0313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201600,1.05107,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201500,1.0518,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201400,1.07995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201300,1.07503,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201200,1.12563,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201100,1.01625,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201000,0.571633,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200900,0.57475,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200800,0.569483,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200700,0.568983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200600,0.57305,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200500,0.57055,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200400,0.461333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200300,0.476983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200200,0.516767,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200100,0.520833,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200000,0.516867,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195900,0.483867,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195800,0.4743,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195700,0.47165,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195600,0.4982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195500,0.5411,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195400,0.4179,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195300,0.456317,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195200,0.58425,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
