@relation total.ref.onoff-weka.filters.unsupervised.attribute.Remove-R3

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute '03:OfficeOutlets* [kVA]' {0,1}
@attribute '04:LivingRoomOutlets* [kVA]'{0,1}
@attribute '05:GuestBathOutlets* [kVA]' {0,1}
@attribute '06:MasterBathOutlets* [kVA]'{0,1}
@attribute '07:LivingRoomPatioLights* [kVA]'{0,1}
@attribute '08:GuestBathHallLights* [kVA]'{0,1}
@attribute '09:DiningRoomOutlets* [kVA]' {0,1}
@attribute '10:OutsideOutlets* [kVA]' {0,1}
@attribute '11:CellarLights* [kVA]' {0,1}
@attribute '14:WashingMachine* [kVA]'{0,1}
@attribute '16:DisposalDishwasher* [kVA]'{0,1}
@attribute '17:Microwave* [kVA]'{0,1}
@attribute '18:KitchenLights* [kVA]'{0,1}
@attribute '19:BedroomOutlets* [kVA]'{0,1}
@attribute '20:BedroomLights* [kVA]'{0,1}
@attribute '21:MasterOutlets* [kVA]'{0,1}
@attribute '22:MasterLights* [kVA]'{0,1}
@attribute '24:CounterOutlets1* [kVA]'{0,1}
@attribute '25:CounterOutlets2* [kVA]'{0,1}
@attribute '26:KitchenOutlets* [kVA]'{0,1}

@data
0,233400,1.4699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,233300,1.47335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,233200,1.47864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,233100,0.020301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,233000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,232900,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232800,0.149346,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232700,0.294913,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232600,0.336367,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232500,0.268154,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232400,0.28419,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232300,0.28361,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232200,0.18682,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232100,0.217446,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,232000,0.185754,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231900,0.189524,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231800,0.178954,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231700,0.176723,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231600,0.95858,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231500,0.683803,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231400,0.38149,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231300,0.312454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231200,0.285603,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231100,0.627099,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,231000,0.821957,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230900,0.448473,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230800,0.506124,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230700,0.504356,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230600,0.333137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230500,0.26314,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,230400,0.356837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,230300,0.265417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,230200,0.173357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,230100,0.228074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,230000,0.237367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225900,0.233216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225800,0.232574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225700,0.24602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225600,0.265471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225500,0.233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225400,0.160686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225300,0.218217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225200,0.241567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225100,0.24194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,225000,0.247423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224900,0.22695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224800,0.23474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224700,0.222001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224600,0.233506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224500,0.238757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224400,0.216601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224300,0.227283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224200,0.28544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224100,0.312684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,224000,0.300154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223900,0.29917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223800,0.299353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223700,0.300053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223400,0.108799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223300,0.143934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223200,0.119587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223100,0.134437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,223000,0.119744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222900,0.3376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222800,0.26262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222700,0.226443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222600,0.206279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222500,0.147787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222400,0.153187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222300,0.200326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222200,0.227653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222100,0.216989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,222000,0.203103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221900,0.335612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221800,0.242389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221700,0.170837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221600,0.15932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221500,0.63342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221400,0.855373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221300,0.327673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221200,0.336573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221100,0.310274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,221000,0.31209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220900,0.313751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220800,0.30317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220700,0.325733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220600,0.327423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220500,0.333323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220400,0.340239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220300,0.336651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220200,0.325121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220100,0.329136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,220000,0.332767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215900,0.321753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215800,0.338251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215700,0.335753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215600,0.332533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215500,0.153584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215400,0.17992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215300,0.173787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215200,0.15332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215100,0.200554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,215000,0.114549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214900,0.13719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214800,0.238357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214700,0.23022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214600,0.2418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214500,0.248622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214400,0.25555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214300,0.227704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214200,0.217167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214100,0.248657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,214000,0.2287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,213900,0.21935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213800,0.183354,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213700,0.454588,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213600,0.703207,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213500,0.065351,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213400,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213300,0.147099,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213200,0.13676,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213100,0.14721,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,213000,0.140516,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212900,0.156387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212800,0.15184,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212700,0.13392,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212600,0.163173,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212500,0.187086,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212400,0.157487,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212300,0.16815,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212200,0.1486,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212100,0.148756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,212000,0.18786,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211900,0.159617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211800,0.157687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211700,0.153733,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211600,0.143337,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211500,0.114987,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211400,0.403437,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211300,0.97392,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211200,0.622916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211100,0.449839,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,211000,0.380887,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,210900,0.365687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,210800,0.371356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210700,0.191083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210600,0.1594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210500,0.184116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210400,0.167539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210300,0.185201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210200,0.183907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210100,0.153385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,210000,0.175116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205900,0.173771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205800,0.168804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205700,0.180074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205600,0.169433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205500,0.177206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205400,0.180506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205300,0.183307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205200,0.177203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205100,0.183121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,205000,0.170273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204900,0.172422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204800,0.175307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204700,0.174251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204600,0.179607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204500,0.161753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204400,0.08212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204300,0.09742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204200,0.157339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204100,0.147354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,204000,0.236771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203900,0.23775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203800,0.220037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203700,0.220233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203600,0.220553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203500,0.220166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203400,0.0284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,203000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202800,0.198804,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,202600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,202000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201200,0.585413,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201100,0.540957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,201000,0.089819,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200900,0.1012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200800,0.092683,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200700,0.10417,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200600,0.140657,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200500,0.208304,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,200400,0.104256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200300,0.128669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200200,0.161788,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200100,0.187087,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,200000,0.160973,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195900,0.122768,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195800,0.123771,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195700,0.1161,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195600,0.22004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195500,0.38665,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195400,0.130701,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195300,0.111074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195200,0.2421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195100,0.225623,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,195000,0.24752,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194900,0.24602,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194800,0.23095,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194700,0.227983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194600,0.234599,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194500,0.221168,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,194400,0.23969,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
