refinedUse, dow, phase, dType, Time, Date & Time, use [kW], Cluster
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 0.48245 , 5,1,0,2360,' 2014-07-04 09:36:00',2.197083,cluster3
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 0.48245 , 5,1,0,2360,' 2014-07-04 09:36:00',2.197083,cluster3
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.30502 , 1,0,1,17300,' 2014-06-30 00:03:00',1.984283,cluster17
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.97103 , 3,3,1,7180,' 2014-06-25 14:18:00',2.23185,cluster19
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 0.198883 , 6,3,0,9490,' 2014-06-21 16:49:00',1.196667,cluster8
 2.31292 , 4,2,1,6240,' 2014-07-03 13:24:00',2.729783,cluster4
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 0.57655 , 1,0,1,15360,' 2014-06-30 22:36:00',1.69985,cluster8
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 2.31292 , 4,2,1,6240,' 2014-07-03 13:24:00',2.729783,cluster4
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.034233 , 5,0,1,19360,' 2014-06-06 02:36:00',0.621467,cluster11
 1.83197 , 3,2,1,6580,' 2014-06-25 13:58:00',4.748183,cluster19
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 0.411083 , 6,1,0,190,' 2014-06-07 07:19:00',0.688783,cluster15
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 1.90042 , 3,0,1,15270,' 2014-06-25 22:27:00',2.195333,cluster8
 1.90042 , 3,0,1,15270,' 2014-06-25 22:27:00',2.195333,cluster8
 0.834049 , 5,3,1,11280,' 2014-06-20 18:28:00',1.38065,cluster8
 1.6532 , 4,2,1,5310,' 2014-07-03 12:31:00',2.506117,cluster4
 1.83197 , 3,2,1,6580,' 2014-06-25 13:58:00',4.748183,cluster19
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 1.95895 , 4,1,1,3120,' 2014-07-03 10:12:00',3.545517,cluster5
 0.03215 , 5,0,1,19350,' 2014-06-06 02:35:00',0.6189,cluster11
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 3.56533 , 0,0,1,16090,' 2014-06-29 23:09:00',4.28685,cluster16
 0.544701 , 4,0,1,19510,' 2014-06-19 02:51:00',1.733233,cluster8
 0.205967 , 5,3,0,7390,' 2014-07-04 14:39:00',1.140733,cluster8
 2.056 , 3,3,1,7000,' 2014-06-25 14:00:00',4.447233,cluster19
 1.6532 , 4,2,1,5310,' 2014-07-03 12:31:00',2.506117,cluster4
 1.83197 , 3,2,1,6580,' 2014-06-25 13:58:00',4.748183,cluster19
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.692066 , 4,0,1,14200,' 2014-06-05 21:20:00',0.90275,cluster3
 1.55205 , 2,3,1,10310,' 2014-06-10 17:31:00',3.027217,cluster4
 2.056 , 3,3,1,7000,' 2014-06-25 14:00:00',4.447233,cluster19
 1.95895 , 4,1,1,3120,' 2014-07-03 10:12:00',3.545517,cluster5
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 1.55205 , 2,3,1,10310,' 2014-06-10 17:31:00',3.027217,cluster4
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 1.12367 , 5,1,0,2370,' 2014-07-04 09:37:00',2.8794,cluster3
 0.692066 , 4,0,1,14200,' 2014-06-05 21:20:00',0.90275,cluster3
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 1.55205 , 2,3,1,10310,' 2014-06-10 17:31:00',3.027217,cluster4
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 3.56533 , 0,0,1,16090,' 2014-06-29 23:09:00',4.28685,cluster16
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 1.55205 , 2,3,1,10310,' 2014-06-10 17:31:00',3.027217,cluster4
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 1.6532 , 4,2,1,5310,' 2014-07-03 12:31:00',2.506117,cluster4
 0.692066 , 4,0,1,14200,' 2014-06-05 21:20:00',0.90275,cluster3
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 1.55205 , 2,3,1,10310,' 2014-06-10 17:31:00',3.027217,cluster4
 2.05468 , 3,3,1,7010,' 2014-06-25 14:01:00',4.435283,cluster19
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 0 , 0,3,1,11130,' 2014-06-29 18:13:00',1.118333,cluster11
 1.46972 , 2,1,1,1460,' 2014-07-01 08:46:00',1.938967,cluster14
 1.46972 , 2,1,1,1460,' 2014-07-01 08:46:00',1.938967,cluster14
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 0.368713 , 6,3,0,10430,' 2014-05-31 17:43:00',1.50478,cluster15
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 0 , 0,3,1,11130,' 2014-06-29 18:13:00',1.118333,cluster11
 0.692066 , 4,0,1,14200,' 2014-06-05 21:20:00',0.90275,cluster3
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 1.26575 , 1,1,1,160,' 2014-06-09 07:16:00',1.433817,cluster2
 0.337033 , 6,3,0,10420,' 2014-05-31 17:42:00',1.48658,cluster15
 0.337033 , 6,3,0,10420,' 2014-05-31 17:42:00',1.48658,cluster15
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 0.3543 , 1,1,1,520,' 2014-06-09 07:52:00',3.282017,cluster2
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 1.5738 , 2,3,1,10210,' 2014-06-10 17:21:00',3.078817,cluster4
 2.93678 , 1,0,1,16250,' 2014-06-30 23:25:00',8.692283,cluster17
 0.453864 , 4,1,1,310,' 2014-05-29 07:31:00',1.01193,cluster7
 0.453864 , 4,1,1,310,' 2014-05-29 07:31:00',1.01193,cluster7
 1.72683 , 3,2,1,6310,' 2014-06-25 13:31:00',5.081233,cluster5
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 1.21542 , 4,2,1,4560,' 2014-06-19 11:56:00',2.374833,cluster14
 1.21542 , 4,2,1,4560,' 2014-06-19 11:56:00',2.374833,cluster14
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 0.657634 , 1,2,1,5150,' 2014-06-09 12:15:00',1.6386,cluster9
 1.5738 , 2,3,1,10210,' 2014-06-10 17:21:00',3.078817,cluster4
 1.72683 , 3,2,1,6310,' 2014-06-25 13:31:00',5.081233,cluster5
 0.36598 , 2,1,1,470,' 2014-05-27 07:47:00',2.02353,cluster2
 0.36598 , 2,1,1,470,' 2014-05-27 07:47:00',2.02353,cluster2
 2.93678 , 1,0,1,16250,' 2014-06-30 23:25:00',8.692283,cluster17
 0.453864 , 4,1,1,310,' 2014-05-29 07:31:00',1.01193,cluster7
 0.453864 , 4,1,1,310,' 2014-05-29 07:31:00',1.01193,cluster7
 1.72683 , 3,2,1,6310,' 2014-06-25 13:31:00',5.081233,cluster5
 1.21542 , 4,2,1,4560,' 2014-06-19 11:56:00',2.374833,cluster14
 1.21542 , 4,2,1,4560,' 2014-06-19 11:56:00',2.374833,cluster14
 0.065553 , 5,1,1,1130,' 2014-05-30 08:13:00',1.06967,cluster11
 1.72683 , 3,2,1,6310,' 2014-06-25 13:31:00',5.081233,cluster5
 0 , 5,0,1,19520,' 2014-06-06 02:52:00',0.97985,cluster11
 1.91665 , 4,1,1,2450,' 2014-07-03 09:45:00',4.97615,cluster5
 0.309817 , 0,3,0,11270,' 2014-06-15 18:27:00',1.851483,cluster16
 1.3659 , 1,3,1,8180,' 2014-06-09 15:18:00',4.270783,cluster4
 0.6607 , 4,0,1,14300,' 2014-06-05 21:30:00',0.8181,cluster3
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 1.91665 , 4,1,1,2450,' 2014-07-03 09:45:00',4.97615,cluster5
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 1.3659 , 1,3,1,8180,' 2014-06-09 15:18:00',4.270783,cluster4
 0.309817 , 0,3,0,11270,' 2014-06-15 18:27:00',1.851483,cluster16
 1.47595 , 1,0,1,16180,' 2014-06-30 23:18:00',7.203217,cluster17
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 0.6607 , 4,0,1,14300,' 2014-06-05 21:30:00',0.8181,cluster3
 1.3659 , 1,3,1,8180,' 2014-06-09 15:18:00',4.270783,cluster4
 1.91665 , 4,1,1,2450,' 2014-07-03 09:45:00',4.97615,cluster5
 1.0555 , 5,3,0,12240,' 2014-07-04 19:24:00',2.232733,cluster9
 1.0555 , 5,3,0,12240,' 2014-07-04 19:24:00',2.232733,cluster9
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 0.560382 , 1,1,1,590,' 2014-06-09 07:59:00',1.720233,cluster2
 0.309817 , 0,3,0,11270,' 2014-06-15 18:27:00',1.851483,cluster16
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 1.3659 , 1,3,1,8180,' 2014-06-09 15:18:00',4.270783,cluster4
 1.77043 , 3,2,1,6330,' 2014-06-25 13:33:00',5.640317,cluster5
 1.47595 , 1,0,1,16180,' 2014-06-30 23:18:00',7.203217,cluster17
 0.6607 , 4,0,1,14300,' 2014-06-05 21:30:00',0.8181,cluster3
 1.3659 , 1,3,1,8180,' 2014-06-09 15:18:00',4.270783,cluster4
 1.0555 , 5,3,0,12240,' 2014-07-04 19:24:00',2.232733,cluster9
 1.0555 , 5,3,0,12240,' 2014-07-04 19:24:00',2.232733,cluster9
 1.56333 , 4,1,1,2170,' 2014-07-03 09:17:00',2.67985,cluster19
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 0.770801 , 4,2,1,4260,' 2014-06-19 11:26:00',2.384033,cluster14
 1.47595 , 1,0,1,16180,' 2014-06-30 23:18:00',7.203217,cluster17
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.34923 , 4,2,1,4210,' 2014-06-19 11:21:00',2.958333,cluster14
 1.30502 , 1,0,1,17300,' 2014-06-30 00:03:00',1.984283,cluster17
 0.985133 , 3,1,1,1390,' 2014-07-02 08:39:00',1.777817,cluster5
 0.076683 , 1,1,1,1450,' 2014-06-23 08:45:00',1.107483,cluster11
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 0.985133 , 3,1,1,1390,' 2014-07-02 08:39:00',1.777817,cluster5
 1.30502 , 1,0,1,17300,' 2014-06-30 00:03:00',1.984283,cluster17
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 0.985133 , 3,1,1,1390,' 2014-07-02 08:39:00',1.777817,cluster5
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 1.30502 , 1,0,1,17300,' 2014-06-30 00:03:00',1.984283,cluster17
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 0.985133 , 3,1,1,1390,' 2014-07-02 08:39:00',1.777817,cluster5
 0.10039 , 3,0,1,20120,' 2014-05-28 03:12:00',1.02215,cluster8
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 0 , 5,0,1,16020,' 2014-06-27 23:02:00',0.943833,cluster11
 0.732583 , 5,1,1,1050,' 2014-06-20 08:05:00',1.770933,cluster7
 0.732583 , 5,1,1,1050,' 2014-06-20 08:05:00',1.770933,cluster7
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 0.732583 , 5,1,1,1050,' 2014-06-20 08:05:00',1.770933,cluster7
 0.732583 , 5,1,1,1050,' 2014-06-20 08:05:00',1.770933,cluster7
 1.0894 , 2,2,1,4020,' 2014-06-10 11:02:00',2.110917,cluster18
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 0.97395 , 2,2,1,4030,' 2014-06-10 11:03:00',1.9961,cluster18
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 1.0894 , 2,2,1,4020,' 2014-06-10 11:02:00',2.110917,cluster18
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 1.53977 , 3,2,1,6400,' 2014-06-25 13:40:00',4.560217,cluster5
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 2.18248 , 3,2,1,6110,' 2014-06-25 13:11:00',2.542617,cluster19
 0.645466 , 5,1,1,190,' 2014-06-20 07:19:00',1.131017,cluster7
 0.645466 , 5,1,1,190,' 2014-06-20 07:19:00',1.131017,cluster7
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.934684 , 3,1,1,300,' 2014-06-18 07:30:00',1.402667,cluster7
 0.228367 , 1,0,1,19030,' 2014-06-16 02:03:00',1.2086,cluster8
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 2.01098 , 3,2,1,6060,' 2014-06-25 13:06:00',2.325533,cluster19
 1.99758 , 3,0,1,15080,' 2014-06-25 22:08:00',2.9328,cluster8
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 0.947433 , 2,2,1,4040,' 2014-06-10 11:04:00',1.966617,cluster18
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 0.665566 , 5,3,0,12130,' 2014-07-04 19:13:00',1.990583,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.46215 , 2,3,1,8270,' 2014-06-03 15:27:00',2.50233,cluster9
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.74063 , 4,2,1,6040,' 2014-07-03 13:04:00',2.671567,cluster4
 1.95895 , 4,1,1,3120,' 2014-07-03 10:12:00',3.545517,cluster5
 1.12367 , 5,1,0,2370,' 2014-07-04 09:37:00',2.8794,cluster3
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 0.912249 , 3,1,1,430,' 2014-06-18 07:43:00',2.089783,cluster7
 1.05505 , 1,1,1,340,' 2014-06-02 07:34:00',1.30903,cluster15
 1.05505 , 1,1,1,340,' 2014-06-02 07:34:00',1.30903,cluster15
 3.56533 , 0,0,1,16090,' 2014-06-29 23:09:00',4.28685,cluster16
 0.907582 , 5,2,0,6070,' 2014-07-04 13:07:00',1.210883,cluster9
 0.907582 , 5,2,0,6070,' 2014-07-04 13:07:00',1.210883,cluster9
 1.6532 , 4,2,1,5310,' 2014-07-03 12:31:00',2.506117,cluster4
 1.46972 , 2,1,1,1460,' 2014-07-01 08:46:00',1.938967,cluster14
 1.46972 , 2,1,1,1460,' 2014-07-01 08:46:00',1.938967,cluster14
 1.05505 , 1,1,1,340,' 2014-06-02 07:34:00',1.30903,cluster15
 1.05505 , 1,1,1,340,' 2014-06-02 07:34:00',1.30903,cluster15
 0.692066 , 4,0,1,14200,' 2014-06-05 21:20:00',0.90275,cluster3
