refinedUse, dow, phase, dType, Time, Date & Time, use [kW], Cluster
 0.95645 , 5,3,0,12070,' 2014-07-04 19:07:00',2.0799,cluster9
 0 , 4,0,1,19540,' 2014-06-12 02:54:00',1.170383,cluster8
 0.656867 , 4,0,1,14280,' 2014-06-05 21:28:00',0.817283,cluster3
 0.95645 , 5,3,0,12070,' 2014-07-04 19:07:00',2.0799,cluster9
 0.656867 , 4,0,1,14280,' 2014-06-05 21:28:00',0.817283,cluster3
 0.95645 , 5,3,0,12070,' 2014-07-04 19:07:00',2.0799,cluster9
 0.656867 , 4,0,1,14280,' 2014-06-05 21:28:00',0.817283,cluster3
 0.656867 , 4,0,1,14280,' 2014-06-05 21:28:00',0.817283,cluster3
 1.42123 , 4,2,1,5340,' 2014-06-19 12:34:00',2.834017,cluster14
 0.002117 , 0,2,0,4360,' 2014-06-01 11:36:00',0.901267,cluster11
 0.173834 , 6,0,0,16540,' 2014-06-28 23:54:00',0.376517,cluster11
 0.940667 , 1,0,1,14420,' 2014-06-16 21:42:00',1.09775,cluster8
 0.173834 , 6,0,0,16540,' 2014-06-28 23:54:00',0.376517,cluster11
 0.940667 , 1,0,1,14420,' 2014-06-16 21:42:00',1.09775,cluster8
 0.692033 , 3,0,1,14360,' 2014-06-11 21:36:00',0.779517,cluster8
 2.42558 , 0,0,1,16190,' 2014-06-29 23:19:00',3.148233,cluster8
 0.692033 , 3,0,1,14360,' 2014-06-11 21:36:00',0.779517,cluster8
 2.42558 , 0,0,1,16190,' 2014-06-29 23:19:00',3.148233,cluster8
 0.692033 , 3,0,1,14360,' 2014-06-11 21:36:00',0.779517,cluster8
 2.42558 , 0,0,1,16190,' 2014-06-29 23:19:00',3.148233,cluster8
 0.77415 , 6,1,0,1570,' 2014-06-21 08:57:00',1.0128,cluster2
 0 , 3,0,1,20070,' 2014-05-28 03:07:00',0.6263,cluster8
 0.691566 , 3,0,1,14330,' 2014-06-11 21:33:00',0.7792,cluster8
 0.77415 , 6,1,0,1570,' 2014-06-21 08:57:00',1.0128,cluster2
 0.691566 , 3,0,1,14330,' 2014-06-11 21:33:00',0.7792,cluster8
 0.77415 , 6,1,0,1570,' 2014-06-21 08:57:00',1.0128,cluster2
 2.4207 , 0,0,1,16180,' 2014-06-29 23:18:00',3.156133,cluster8
 0.691566 , 3,0,1,14330,' 2014-06-11 21:33:00',0.7792,cluster8
 0.77415 , 6,1,0,1570,' 2014-06-21 08:57:00',1.0128,cluster2
 2.4207 , 0,0,1,16180,' 2014-06-29 23:18:00',3.156133,cluster8
 0.322866 , 6,2,0,5010,' 2014-06-21 12:01:00',0.862483,cluster8
 0.029983 , 6,0,0,23360,' 2014-06-07 06:36:00',0.525917,cluster11
 0.029983 , 6,0,0,23360,' 2014-06-07 06:36:00',0.525917,cluster11
 0.029983 , 6,0,0,23360,' 2014-06-07 06:36:00',0.525917,cluster11
 0.45045 , 5,0,1,14030,' 2014-06-13 21:03:00',0.931217,cluster8
 0.856066 , 4,1,1,1100,' 2014-06-19 08:10:00',1.396967,cluster15
 0.45045 , 5,0,1,14030,' 2014-06-13 21:03:00',0.931217,cluster8
 0.856066 , 4,1,1,1100,' 2014-06-19 08:10:00',1.396967,cluster15
 0.18682 , 6,0,0,16220,' 2014-05-31 23:22:00',1.67383,cluster8
 0.856066 , 4,1,1,1100,' 2014-06-19 08:10:00',1.396967,cluster15
 1.59608 , 3,3,1,7040,' 2014-07-02 14:04:00',2.90825,cluster4
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.149433 , 6,0,0,19470,' 2014-06-14 02:47:00',1.249183,cluster8
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.178136 , 2,1,1,1260,' 2014-06-03 08:26:00',1.02302,cluster8
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.890416 , 1,3,1,9340,' 2014-06-09 16:34:00',1.076283,cluster8
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 1.76782 , 3,3,1,7380,' 2014-06-25 14:38:00',2.1126,cluster4
 0.890416 , 1,3,1,9340,' 2014-06-09 16:34:00',1.076283,cluster8
 0.704999 , 1,1,1,1200,' 2014-06-09 08:20:00',1.049433,cluster2
 0.427368 , 5,3,1,10520,' 2014-05-30 17:52:00',2.15338,cluster7
 0.140666 , 3,0,1,15520,' 2014-05-28 22:52:00',1.23618,cluster11
 0 , 6,0,0,20440,' 2014-06-28 03:44:00',0.977467,cluster11
 2.19252 , 3,3,1,7030,' 2014-07-02 14:03:00',5.856483,cluster4
 0.140666 , 3,0,1,15520,' 2014-05-28 22:52:00',1.23618,cluster11
 2.19252 , 3,3,1,7030,' 2014-07-02 14:03:00',5.856483,cluster4
 0.140666 , 3,0,1,15520,' 2014-05-28 22:52:00',1.23618,cluster11
 0.836583 , 6,1,0,2300,' 2014-06-21 09:30:00',1.9957,cluster2
 0.236933 , 1,2,1,4490,' 2014-06-02 11:49:00',0.40015,cluster8
 0.836583 , 6,1,0,2300,' 2014-06-21 09:30:00',1.9957,cluster2
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 0.172287 , 2,1,1,1250,' 2014-06-03 08:25:00',1.02437,cluster8
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 0 , 4,0,1,18370,' 2014-06-05 01:37:00',1.39262,cluster11
 0.547836 , 3,3,1,13530,' 2014-06-04 20:53:00',1.69057,cluster11
 1.09053 , 5,2,0,6200,' 2014-07-04 13:20:00',1.531417,cluster16
 0.547836 , 3,3,1,13530,' 2014-06-04 20:53:00',1.69057,cluster11
 1.09053 , 5,2,0,6200,' 2014-07-04 13:20:00',1.531417,cluster16
 0 , 0,0,1,17500,' 2014-06-29 00:50:00',0.84615,cluster11
 0.547836 , 3,3,1,13530,' 2014-06-04 20:53:00',1.69057,cluster11
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.09053 , 5,2,0,6200,' 2014-07-04 13:20:00',1.531417,cluster16
 0.781317 , 1,0,1,19400,' 2014-06-16 02:40:00',2.341117,cluster8
 0.697616 , 5,0,1,15020,' 2014-06-13 22:02:00',0.977533,cluster8
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.09053 , 5,2,0,6200,' 2014-07-04 13:20:00',1.531417,cluster16
 0.514267 , 1,0,1,16400,' 2014-06-30 23:40:00',3.489,cluster8
 0.697616 , 5,0,1,15020,' 2014-06-13 22:02:00',0.977533,cluster8
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 1.09053 , 5,2,0,6200,' 2014-07-04 13:20:00',1.531417,cluster16
 0.514267 , 1,0,1,16400,' 2014-06-30 23:40:00',3.489,cluster8
 0.288671 , 1,1,1,40,' 2014-06-02 07:04:00',1.33142,cluster15
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 1.11875 , 0,2,0,5100,' 2014-06-22 12:10:00',2.026483,cluster8
 0.288671 , 1,1,1,40,' 2014-06-02 07:04:00',1.33142,cluster15
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 0.101887 , 0,0,0,14420,' 2014-05-25 21:42:00',0.4502,cluster11
 2.15905 , 6,3,0,11460,' 2014-07-05 18:46:00',2.665417,cluster2
 0.288671 , 1,1,1,40,' 2014-06-02 07:04:00',1.33142,cluster15
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 0.101887 , 0,0,0,14420,' 2014-05-25 21:42:00',0.4502,cluster11
 2.15905 , 6,3,0,11460,' 2014-07-05 18:46:00',2.665417,cluster2
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 0.101887 , 0,0,0,14420,' 2014-05-25 21:42:00',0.4502,cluster11
 2.15905 , 6,3,0,11460,' 2014-07-05 18:46:00',2.665417,cluster2
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 2.15905 , 6,3,0,11460,' 2014-07-05 18:46:00',2.665417,cluster2
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 2.35315 , 1,3,1,10260,' 2014-06-23 17:26:00',3.492033,cluster16
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
 1.37293 , 4,2,1,5230,' 2014-06-19 12:23:00',2.804433,cluster14
