Instance_number,Day,' Time','use [kW]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
3929,1,63000,0.93605,0.0144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3929,1,63000,0.93605,0.0144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3929,1,63000,0.93605,0.0144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
8517,1,20200,0.96175,0.015067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cluster6
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3930,1,62900,1.00365,0.014367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3931,1,62800,1.55497,0.0141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
10026,0,5300,0.959933,0.014033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cluster6
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3932,1,62700,1.55302,0.014067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
10027,0,5200,0.953467,0.0139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cluster6
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3933,1,62600,1.54957,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3934,1,62500,1.55012,0.014133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
3935,1,62400,1.56043,0.0142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,cluster0
0,0,235900,2.53272,0.01325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,cluster5
