Instance_number,Day,' Time','use [kW]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
10170,1,222900,4.82015,3.48948,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10171,1,222800,6.65157,5.04732,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster9
10172,1,222700,4.78997,3.26917,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster9
10173,1,222600,1.65152,0.0146,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10174,1,222500,1.8266,0.0146,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10175,1,222400,1.43867,0.014933,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10176,1,222300,1.43898,0.0149,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10177,1,222200,1.44063,0.014933,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10178,1,222100,1.40403,0.014867,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10179,1,222000,1.32735,0.014933,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10180,1,221900,1.32405,0.014967,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10181,1,221800,1.31863,0.015033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10182,1,221700,1.31317,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10183,1,221600,1.3128,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10184,1,221500,1.31165,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10185,1,221400,1.30695,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10186,1,221300,1.30495,0.015033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10187,1,221200,1.69343,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10188,1,221100,1.67582,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10189,1,221000,1.69177,0.015,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10190,1,220900,2.04293,0.015067,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10191,1,220800,2.0217,0.015133,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10192,1,220700,2.03268,0.0151,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10193,1,220600,2.04152,0.0151,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10194,1,220500,2.02402,0.015033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10195,1,220400,2.03262,0.0151,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10196,1,220300,2.06465,0.015133,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10197,1,220200,2.31983,0.016,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10198,1,220100,2.1372,0.015833,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10199,1,220000,1.95022,0.015867,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10200,1,215900,1.9011,0.015767,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10201,1,215800,1.71637,0.015167,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10202,1,215700,1.66652,0.0151,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10203,1,215600,1.69107,0.014933,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10204,1,215500,1.66205,0.0151,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10205,1,215400,1.74113,0.015367,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10206,1,215300,1.77662,0.0154,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10207,1,215200,1.77933,0.015333,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10208,1,215100,1.80808,0.0155,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10209,1,215000,1.83452,0.015633,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10210,1,214900,1.97565,0.0157,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10211,1,214800,1.37758,0.015467,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10212,1,214700,1.38037,0.015467,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10213,1,214600,1.38533,0.015433,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10214,1,214500,1.61658,0.0162,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10215,1,214400,1.6829,0.0157,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10216,1,214300,1.8143,0.0154,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10217,1,214200,1.91615,0.015467,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10218,1,214100,2.66973,0.0166,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10219,1,214000,2.66612,0.016567,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10220,1,213900,2.1038,0.015833,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10221,1,213800,1.80425,0.0194,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10222,1,213700,1.80263,0.022083,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10223,1,213600,1.80565,0.022067,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10224,1,213500,1.79945,0.022117,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10225,1,213400,1.76233,0.022117,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10226,1,213300,1.7511,0.022117,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10227,1,213200,1.60728,0.022083,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10228,1,213100,1.39115,0.022017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10229,1,213000,1.3679,0.022067,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10230,1,212900,1.35805,0.022033,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,cluster15
10231,1,212800,1.43302,0.02185,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,cluster18
10232,1,212700,1.42442,0.018767,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10233,1,212600,1.42413,0.013883,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10234,1,212500,1.4249,0.013883,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10235,1,212400,1.42888,0.0139,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10236,1,212300,1.42913,0.013933,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10237,1,212200,1.42882,0.013933,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
10238,1,212100,1.35653,0.013983,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10239,1,212000,1.33703,0.013983,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10240,1,211900,1.34382,0.014,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10241,1,211800,1.39645,0.014,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10242,1,211700,1.38813,0.014,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10243,1,211600,1.48,0.014,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10244,1,211500,1.77813,0.014033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10245,1,211400,1.78252,0.014033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10246,1,211300,1.79152,0.014033,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10247,1,211200,1.78855,0.014067,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10248,1,211100,1.7883,0.014067,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10249,1,211000,1.86048,0.014033,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster9
10250,1,210900,1.82662,0.014,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster9
10251,1,210800,2.03722,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10252,1,210700,2.10103,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10253,1,210600,2.11067,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10254,1,210500,2.34562,0.013983,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10255,1,210400,2.1695,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10256,1,210300,2.06532,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10257,1,210200,2.064,0.014133,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10258,1,210100,1.81218,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10259,1,210000,1.70742,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,cluster19
10260,1,205900,1.59808,0.013967,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10261,1,205800,1.56717,0.01395,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10262,1,205700,1.584,0.0139,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,cluster18
10263,1,205600,1.73662,0.013967,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10264,1,205500,2.14308,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10265,1,205400,2.13245,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10266,1,205300,2.15018,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10267,1,205200,2.12797,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10268,1,205100,2.1331,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10269,1,205000,2.1629,0.01405,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10270,1,204900,2.17258,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10271,1,204800,2.24512,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10272,1,204700,2.28193,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10273,1,204600,2.17028,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10274,1,204500,2.1741,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10275,1,204400,2.1793,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10276,1,204300,2.18675,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10277,1,204200,2.18607,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10278,1,204100,2.18637,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10279,1,204000,2.18283,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10280,1,203900,2.18393,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10281,1,203800,2.18347,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10282,1,203700,2.18267,0.014133,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10283,1,203600,2.18517,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10284,1,203500,2.19867,0.014033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10285,1,203400,2.18302,0.014067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10286,1,203300,2.16885,0.014083,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10287,1,203200,2.16167,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10288,1,203100,2.13977,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
10289,1,203000,2.02857,0.0141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
